restaurant_id,avg_sentiment,sentiment_std,min_sentiment,max_sentiment,negative_review_pct,operational_issue_rate,delivery_delay_count,food_quality_count,packaging_count,service_count,hygiene_count,wrong_order_count,avg_aspect_count,sentiment_rating_agreement_pct
12746,0.8674,,0.8674,0.8674,0.0,0.0,0,0,0,0,0,0,2.0,0.0
12747,0.9667,,0.9667,0.9667,0.0,1.0,1,0,0,0,1,0,3.0,100.0
12748,0.94495,0.03330472939388645,0.9214,0.9685,0.0,0.0,0,0,0,0,0,0,1.0,100.0
12749,0.43755,0.2819234736590765,0.2382,0.6369,0.0,0.0,0,0,0,0,0,0,0.0,100.0
12750,0.38005,0.05663925317304242,0.34,0.4201,0.0,0.0,0,0,0,0,0,0,1.0,100.0
12751,0.7729999999999999,0.26459935752000613,0.5859,0.9601,0.0,0.0,0,0,0,0,0,0,1.0,50.0
12752,-0.8336,,-0.8336,-0.8336,100.0,1.0,1,0,0,0,0,0,2.0,0.0
12753,0.8294,,0.8294,0.8294,0.0,0.0,0,0,0,0,0,0,1.0,100.0
12754,0.9601,,0.9601,0.9601,0.0,0.0,0,0,0,0,0,0,1.0,100.0
12755,0.7697499999999999,0.09821713190681143,0.7003,0.8392,0.0,0.0,0,0,0,0,0,0,1.0,50.0
12756,0.9485,,0.9485,0.9485,0.0,0.0,0,0,0,0,0,0,0.0,100.0
12757,0.72675,0.26424580412941273,0.5399,0.9136,0.0,0.0,0,0,0,0,0,0,0.5,100.0
12758,0.77475,0.22959757185127197,0.6124,0.9371,0.0,1.0,0,1,0,0,1,0,2.5,50.0
12759,0.9481999999999999,0.008909545442950577,0.9419,0.9545,0.0,0.0,0,0,0,0,0,0,0.5,100.0
12760,0.47290000000000004,0.6563365142973535,0.0088,0.937,0.0,0.0,0,0,0,0,0,0,3.0,0.0
12761,-0.007599999999999996,1.2293758497709315,-0.8769,0.8617,50.0,0.5,0,0,0,0,1,0,0.5,100.0
12762,0.184,0.008626702730475872,0.1779,0.1901,0.0,0.0,0,0,0,0,0,0,0.5,0.0
12763,0.76415,0.19692923856045347,0.6249,0.9034,0.0,0.0,0,0,0,0,0,0,1.0,50.0
12764,0.41445,0.6590942307439809,-0.0516,0.8805,50.0,0.0,0,0,0,0,0,0,1.0,100.0
12765,0.7402500000000001,0.27994357467175424,0.5423,0.9382,0.0,0.5,1,0,0,0,0,0,2.5,100.0
12766,0.0,,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,100.0
12767,0.9325,,0.9325,0.9325,0.0,0.0,0,0,0,0,0,0,1.0,100.0
12768,0.8382000000000001,0.1458054182806661,0.7351,0.9413,0.0,0.0,0,0,0,0,0,0,1.0,100.0
12769,0.7738,0.21057639943735385,0.6249,0.9227,0.0,0.0,0,0,0,0,0,0,1.0,100.0
12770,0.93145,0.045891230099006905,0.899,0.9639,0.0,0.0,0,0,0,0,0,0,1.5,100.0
12771,0.5122,,0.5122,0.5122,0.0,0.0,0,0,0,0,0,0,2.0,100.0
12772,-0.3977,,-0.3977,-0.3977,100.0,0.0,0,0,0,0,0,0,2.0,0.0
12773,0.6818500000000001,0.18490842328028217,0.5511,0.8126,0.0,0.0,0,0,0,0,0,0,1.5,50.0
12774,0.9429,,0.9429,0.9429,0.0,0.0,0,0,0,0,0,0,3.0,100.0
12775,0.9417,0.002121320343559605,0.9402,0.9432,0.0,0.0,0,0,0,0,0,0,1.5,100.0
12776,0.13465,1.0489929098902433,-0.6071,0.8764,50.0,0.5,0,1,0,0,0,0,2.5,100.0
12777,0.2506,0.8333960523064649,-0.3387,0.8399,50.0,0.0,0,0,0,0,0,0,1.0,50.0
12778,0.9442,,0.9442,0.9442,0.0,0.0,0,0,0,0,0,0,2.0,100.0
12779,0.9616,,0.9616,0.9616,0.0,0.0,0,0,0,0,0,0,1.0,100.0
12781,0.84955,0.03174909447527606,0.8271,0.872,0.0,0.0,0,0,0,0,0,0,1.0,100.0
12783,0.7906,,0.7906,0.7906,0.0,0.0,0,0,0,0,0,0,1.0,0.0
12784,0.1129,1.1271282092113568,-0.6841,0.9099,50.0,0.5,1,0,0,0,0,0,1.0,100.0
12785,0.97235,7.071067811864696e-05,0.9723,0.9724,0.0,0.5,1,0,0,0,0,0,2.5,100.0
12786,0.9129,,0.9129,0.9129,0.0,1.0,0,1,0,0,0,0,3.0,0.0
12787,0.03969999999999996,1.3427957774732537,-0.9098,0.9892,50.0,1.0,1,1,0,1,0,0,3.0,50.0
12788,0.98685,0.0030405591591021333,0.9847,0.989,0.0,0.5,0,1,0,0,0,0,2.5,100.0
12789,0.0,,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2.0,100.0
12790,-0.8047,,-0.8047,-0.8047,100.0,1.0,1,0,0,0,0,0,2.0,100.0
12791,0.9816,,0.9816,0.9816,0.0,0.0,0,0,0,0,0,0,1.0,100.0
12792,0.1829,1.0255876754329685,-0.5423,0.9081,50.0,0.5,1,0,0,0,0,0,1.0,50.0
12793,0.9501,0.027152900397563455,0.9309,0.9693,0.0,0.5,1,0,0,0,0,0,1.5,100.0
12794,-0.039000000000000035,1.2647311888302588,-0.9333,0.8553,50.0,0.5,0,0,0,0,1,0,2.0,50.0
12795,0.9053,,0.9053,0.9053,0.0,0.0,0,0,0,0,0,0,0.0,100.0
12796,0.87615,0.057629202666703676,0.8354,0.9169,0.0,0.5,1,1,0,0,0,0,2.5,50.0
12797,0.26115,0.9985054857135237,-0.4449,0.9672,50.0,0.0,0,0,0,0,0,0,1.0,50.0
12798,0.599,,0.599,0.599,0.0,0.0,0,0,0,0,0,0,1.0,100.0
12799,0.9679,,0.9679,0.9679,0.0,0.0,0,0,0,0,0,0,1.0,100.0
12800,0.9601,,0.9601,0.9601,0.0,0.0,0,0,0,0,0,0,3.0,100.0
12801,0.9612,,0.9612,0.9612,0.0,0.0,0,0,0,0,0,0,2.0,100.0
12803,0.9407,,0.9407,0.9407,0.0,1.0,0,1,0,0,0,0,3.0,100.0
12804,0.7927,0.24607315985291847,0.6187,0.9667,0.0,0.0,0,0,0,0,0,0,1.0,50.0
12805,0.9576,,0.9576,0.9576,0.0,0.0,0,0,0,0,0,0,0.0,100.0
12806,0.9077500000000001,0.027789296500631357,0.8881,0.9274,0.0,0.0,0,0,0,0,0,0,1.0,100.0
12807,0.7849999999999999,0.22019305166149095,0.6293,0.9407,0.0,0.5,1,0,0,0,0,0,2.5,50.0
12808,0.8755999999999999,0.12020815280171307,0.7906,0.9606,0.0,0.5,0,0,0,0,1,0,0.5,50.0
12809,0.10735000000000003,0.8385579318091267,-0.4856,0.7003,50.0,1.0,2,0,0,0,0,1,0.5,50.0
12810,0.72125,0.13625947673464772,0.6249,0.8176,0.0,0.5,1,0,0,0,0,0,1.5,0.0
12811,0.1321,0.9763730434623848,-0.5583,0.8225,50.0,0.0,0,0,0,0,0,0,0.5,50.0
12812,0.7747999999999999,0.008061017305526578,0.7691,0.7805,0.0,0.0,0,0,0,0,0,0,0.5,50.0
12813,0.9478500000000001,0.022132442251138973,0.9322,0.9635,0.0,0.5,0,1,0,0,0,0,2.5,100.0
12814,0.9601,,0.9601,0.9601,0.0,0.0,0,0,0,0,0,0,1.0,100.0
12815,0.097,0.5235418607905198,-0.2732,0.4672,50.0,0.0,0,0,0,0,0,0,1.0,100.0
12816,0.71545,0.3133190147437592,0.4939,0.937,0.0,0.0,0,0,0,0,0,0,1.5,100.0
12817,-0.10825000000000001,1.0938234798174704,-0.8817,0.6652,50.0,0.5,0,0,0,1,0,0,2.0,50.0
12818,0.755,,0.755,0.755,0.0,0.0,0,0,0,0,0,0,3.0,0.0
12819,0.09755000000000003,1.2406188475917976,-0.7797,0.9748,50.0,0.5,1,0,0,0,1,0,2.0,100.0
12820,0.285,0.819253916682734,-0.2943,0.8643,50.0,0.5,0,0,0,0,0,1,1.5,100.0
12821,0.9622,,0.9622,0.9622,0.0,0.0,0,0,0,0,0,0,0.0,100.0
12822,0.9371499999999999,0.032031937187750645,0.9145,0.9598,0.0,0.0,0,0,0,0,0,0,1.5,100.0
12823,0.9451,,0.9451,0.9451,0.0,0.0,0,0,0,0,0,0,2.0,100.0
12824,0.50885,0.40665710986038345,0.2213,0.7964,0.0,0.0,0,0,0,0,0,0,0.5,100.0
12825,0.9153,,0.9153,0.9153,0.0,0.0,0,0,0,0,0,0,0.0,100.0
12826,0.8841,,0.8841,0.8841,0.0,0.0,0,0,0,0,0,0,3.0,0.0
12827,0.9217,,0.9217,0.9217,0.0,0.0,0,0,0,0,0,0,1.0,100.0
12828,0.12390000000000001,1.204909955141877,-0.7281,0.9759,50.0,1.0,0,0,1,0,1,0,2.0,100.0
12829,-0.3181,,-0.3181,-0.3181,100.0,0.0,0,0,0,0,0,0,4.0,100.0
12830,0.4995,,0.4995,0.4995,0.0,0.0,0,0,0,0,0,0,0.0,0.0
12831,0.3147,0.2272641194733564,0.154,0.4754,0.0,0.0,0,0,0,0,0,0,1.0,50.0
12832,0.9228,,0.9228,0.9228,0.0,0.0,0,0,0,0,0,0,1.0,100.0
12835,0.97465,0.015768481220460002,0.9635,0.9858,0.0,0.0,0,0,0,0,0,0,2.0,100.0
12837,0.7957,,0.7957,0.7957,0.0,0.0,0,0,0,0,0,0,1.0,100.0
12839,0.89975,0.008697413408594559,0.8936,0.9059,0.0,0.5,0,1,0,0,0,0,0.5,0.0
12840,0.5443,0.22061731573020285,0.3883,0.7003,0.0,0.5,1,1,0,0,0,0,2.5,50.0
12841,0.696,,0.696,0.696,0.0,0.0,0,0,0,0,0,0,1.0,0.0
12842,0.4846,,0.4846,0.4846,0.0,1.0,1,0,0,0,0,0,3.0,0.0
12843,-0.45020000000000004,0.24706310934657968,-0.6249,-0.2755,100.0,0.0,0,0,0,0,0,0,0.0,50.0
12844,0.2833,0.581666038204054,-0.128,0.6946,50.0,0.5,0,1,0,0,0,0,0.5,100.0
12845,0.16225,1.1660897928547356,-0.6623,0.9868,50.0,0.5,1,0,0,0,0,0,1.0,50.0
12846,0.9022,,0.9022,0.9022,0.0,1.0,1,0,0,0,0,0,1.0,100.0
12847,0.7616499999999999,0.31020774490653835,0.5423,0.981,0.0,0.5,1,0,0,0,0,0,1.5,50.0
12852,0.59395,0.4544575282685941,0.2726,0.9153,0.0,0.0,0,0,0,0,0,0,1.5,100.0
12853,-0.4124,0.5102482533042128,-0.7732,-0.0516,100.0,0.0,0,0,0,0,0,0,1.0,50.0
12855,0.9647,,0.9647,0.9647,0.0,0.0,0,0,0,0,0,0,2.0,100.0
12856,0.6768000000000001,0.13279465350683373,0.5829,0.7707,0.0,0.0,0,0,0,0,0,0,1.5,0.0
12857,0.60065,0.42009213870292794,0.3036,0.8977,0.0,0.0,0,0,0,0,0,0,2.0,50.0
12858,0.6607000000000001,0.21481904012447314,0.5088,0.8126,0.0,0.0,0,0,0,0,0,0,2.0,50.0
12859,-0.5859,,-0.5859,-0.5859,100.0,0.0,0,0,0,0,0,0,0.0,100.0
12861,-0.9075,,-0.9075,-0.9075,100.0,0.0,0,0,0,0,0,0,0.0,100.0
12863,0.9453,,0.9453,0.9453,0.0,0.0,0,0,0,0,0,0,1.0,100.0
12864,-0.6289,0.08753981951089455,-0.6908,-0.567,100.0,0.0,0,0,0,0,0,0,1.0,100.0
12865,0.92815,0.036698841943581736,0.9022,0.9541,0.0,0.0,0,0,0,0,0,0,1.0,100.0
12866,0.12194999999999998,0.654993011413099,-0.3412,0.5851,50.0,0.0,0,0,0,0,0,0,1.0,100.0
12869,0.9655,0.013152186130069748,0.9562,0.9748,0.0,0.0,0,0,0,0,0,0,1.0,100.0
12870,0.5147999999999999,0.5470178059259131,0.128,0.9016,0.0,0.0,0,0,0,0,0,0,1.5,0.0
12871,0.94265,0.022556706319850895,0.9267,0.9586,0.0,0.0,0,0,0,0,0,0,0.5,100.0
12872,0.61325,0.1224001838233914,0.5267,0.6998,0.0,0.5,1,0,0,0,0,0,0.5,50.0
12873,0.8493999999999999,0.06717514421272211,0.8019,0.8969,0.0,0.0,0,0,0,0,0,0,2.0,100.0
12874,-0.08295000000000002,1.022829958986341,-0.8062,0.6403,50.0,0.5,0,0,0,1,0,0,3.0,100.0
12875,0.9671,0.011455129855222065,0.959,0.9752,0.0,0.0,0,0,0,0,0,0,1.0,100.0
12876,0.91335,0.08181225458328349,0.8555,0.9712,0.0,0.0,0,0,0,0,0,0,2.5,100.0
12877,-0.007099999999999995,1.3198855177628097,-0.9404,0.9262,50.0,0.0,0,0,0,0,0,0,1.0,100.0
12878,0.83685,0.15549278118292179,0.7269,0.9468,0.0,0.5,1,0,0,0,0,0,1.5,100.0
12879,0.68065,0.040941482630701145,0.6517,0.7096,0.0,0.5,1,0,0,0,0,0,1.5,100.0
12880,0.64345,0.39718187899248375,0.3626,0.9243,0.0,0.5,1,0,0,0,0,0,1.0,50.0
12881,0.67945,0.01491995308303608,0.6689,0.69,0.0,0.0,0,0,0,0,0,0,1.0,100.0
12882,0.9453,0.014849242404917471,0.9348,0.9558,0.0,0.0,0,0,0,0,0,0,1.5,100.0
12883,0.76105,0.2291733077825601,0.599,0.9231,0.0,0.0,0,0,0,0,0,0,1.5,50.0
12884,0.5421,0.5856258361786987,0.128,0.9562,0.0,0.0,0,0,0,0,0,0,1.5,50.0
12885,0.9294,0.049356053326821074,0.8945,0.9643,0.0,0.0,0,0,0,0,0,0,1.0,100.0
12886,0.1591,0.2250013777735594,0.0,0.3182,0.0,0.0,0,0,0,0,0,0,0.5,50.0
12887,0.8945,,0.8945,0.8945,0.0,0.0,0,0,0,0,0,0,1.0,0.0
12888,0.9270499999999999,0.06342747827243328,0.8822,0.9719,0.0,0.0,0,0,0,0,0,0,2.0,100.0
12889,0.8658,,0.8658,0.8658,0.0,0.0,0,0,0,0,0,0,1.0,100.0
12890,0.45130000000000003,0.3521391770309007,0.2023,0.7003,0.0,0.0,0,0,0,0,0,0,1.5,0.0
12891,0.8652500000000001,0.1147634305865767,0.7841,0.9464,0.0,0.5,1,0,0,0,0,0,2.5,100.0
12892,0.21205000000000002,1.0253755433986127,-0.513,0.9371,50.0,0.5,0,0,1,0,0,0,2.0,50.0
12893,0.8249,0.013717871555019042,0.8152,0.8346,0.0,0.0,0,0,0,0,0,0,1.5,100.0
12894,0.21135000000000004,1.0847725130182826,-0.5557,0.9784,50.0,0.0,0,0,0,0,0,0,1.0,100.0
12895,-0.7654000000000001,0.1320875467256471,-0.8588,-0.672,100.0,0.0,0,0,0,0,0,0,0.0,100.0
12896,0.08524999999999999,0.2658014390480232,-0.1027,0.2732,50.0,0.0,0,0,0,0,0,0,1.0,50.0
12897,0.8792,0.1301076477383247,0.7872,0.9712,0.0,0.5,1,0,0,0,0,0,1.0,100.0
12898,0.89805,0.011525840533340711,0.8899,0.9062,0.0,0.0,0,0,0,0,0,0,1.0,50.0
12899,0.7865,0.16645293629131333,0.6688,0.9042,0.0,0.5,1,0,0,0,0,0,2.5,100.0
12900,0.4379,0.40276802256385746,0.1531,0.7227,0.0,0.5,1,0,0,0,0,0,1.5,50.0
12901,0.6965,,0.6965,0.6965,0.0,1.0,0,1,0,0,0,0,1.0,0.0
12902,0.016549999999999954,1.3130265819853,-0.9119,0.945,50.0,0.0,0,0,0,0,0,0,1.5,100.0
12903,0.53795,0.36804907960759803,0.2777,0.7982,0.0,0.0,0,0,0,0,0,0,2.0,100.0
12904,0.9709,,0.9709,0.9709,0.0,1.0,0,1,0,0,0,0,1.0,0.0
12905,-0.4391,,-0.4391,-0.4391,100.0,0.0,0,0,0,0,0,0,1.0,100.0
12906,0.8343,0.2029396462005392,0.6908,0.9778,0.0,1.0,2,0,0,0,0,0,3.5,100.0
12907,0.9581,,0.9581,0.9581,0.0,0.0,0,0,0,0,0,0,3.0,100.0
12908,0.15340000000000004,1.0673069755229747,-0.6013,0.9081,50.0,0.5,0,1,0,0,0,1,1.0,50.0
12909,0.78805,0.13852221843444462,0.6901,0.886,0.0,0.0,0,0,0,0,0,0,0.5,50.0
12910,0.36655000000000004,0.8497302189518743,-0.2343,0.9674,50.0,0.0,0,0,0,0,0,0,1.0,50.0
12911,0.6716,0.4029094439200948,0.3867,0.9565,0.0,0.5,1,0,0,0,0,0,1.5,50.0
12912,0.9371,,0.9371,0.9371,0.0,0.0,0,0,0,0,0,0,2.0,100.0
12913,0.08950000000000002,1.1605036492833618,-0.7311,0.9101,50.0,0.0,0,0,0,0,0,0,0.5,100.0
12914,-0.2529,,-0.2529,-0.2529,100.0,0.0,0,0,0,0,0,0,4.0,0.0
12915,0.68875,0.3271783076550156,0.4574,0.9201,0.0,0.5,0,0,0,0,1,0,2.0,0.0
12916,0.7996,0.1680085712099237,0.6808,0.9184,0.0,0.0,0,0,0,0,0,0,1.0,100.0
12917,0.9377,0.0031112698372207804,0.9355,0.9399,0.0,0.0,0,0,0,0,0,0,1.5,50.0
12918,0.7346,0.2706804758382104,0.5432,0.926,0.0,0.5,0,1,1,0,0,0,2.0,50.0
12919,-0.7112499999999999,0.02976919548795355,-0.7323,-0.6902,100.0,0.0,0,0,0,0,0,0,1.5,50.0
12920,0.8398,0.18342349903979047,0.7101,0.9695,0.0,0.0,0,0,0,0,0,0,2.0,50.0
12922,0.79715,0.1943836541481819,0.6597,0.9346,0.0,0.0,0,0,0,0,0,0,1.0,0.0
12923,0.9693499999999999,0.022980970388562894,0.9531,0.9856,0.0,0.0,0,0,0,0,0,0,1.0,100.0
12924,0.8467,,0.8467,0.8467,0.0,0.0,0,0,0,0,0,0,0.0,100.0
12925,0.9872,,0.9872,0.9872,0.0,1.0,1,0,0,0,0,0,1.0,100.0
12926,0.5132,0.21496046148071044,0.3612,0.6652,0.0,0.5,1,0,0,0,0,0,1.5,0.0
12927,0.5869,0.34916932854991717,0.34,0.8338,0.0,1.0,1,0,0,0,1,0,3.5,50.0
12928,0.83135,0.09383306986345488,0.765,0.8977,0.0,0.5,1,0,0,0,0,0,0.0,50.0
12929,0.36595,0.5175314531504341,0.0,0.7319,0.0,0.0,0,0,0,0,0,0,1.0,0.0
12930,-0.1063,,-0.1063,-0.1063,100.0,1.0,0,0,0,0,1,0,1.0,100.0
12931,0.8386,,0.8386,0.8386,0.0,0.0,0,0,0,0,0,0,0.0,100.0
12932,0.36915,0.8436491006336698,-0.2274,0.9657,50.0,0.5,0,0,0,0,1,0,1.0,100.0
12934,0.5242,,0.5242,0.5242,0.0,0.0,0,0,0,0,0,0,0.0,100.0
12935,0.6363,0.3314916590202535,0.4019,0.8707,0.0,0.0,0,0,0,0,0,0,1.5,0.0
12937,0.021399999999999975,1.3327548611804048,-0.921,0.9638,50.0,0.5,0,0,0,1,0,0,1.0,100.0
12938,0.9698,,0.9698,0.9698,0.0,0.0,0,0,0,0,0,0,2.0,100.0
12939,-0.1195,,-0.1195,-0.1195,100.0,0.0,0,0,0,0,0,0,3.0,100.0
12941,0.86195,0.07771103525240153,0.807,0.9169,0.0,0.0,0,0,0,0,0,0,1.0,100.0
12942,0.12204999999999996,0.7389972970180608,-0.4005,0.6446,50.0,1.0,1,0,0,0,2,0,2.5,0.0
12944,0.0474,1.136886282791731,-0.7565,0.8513,50.0,0.0,0,0,0,0,0,0,0.5,50.0
12945,0.2382,,0.2382,0.2382,0.0,0.0,0,0,0,0,0,0,0.0,100.0
12947,0.09,,0.09,0.09,0.0,0.0,0,0,0,0,0,0,1.0,0.0
12948,0.91135,0.04857823586751581,0.877,0.9457,0.0,0.5,1,0,0,0,0,0,0.5,50.0
12949,0.9445,0.02220315292925766,0.9288,0.9602,0.0,0.0,0,0,0,0,0,0,2.0,50.0
12950,-0.1815,,-0.1815,-0.1815,100.0,0.0,0,0,0,0,0,0,3.0,0.0
12951,0.25715,0.8461946850459414,-0.3412,0.8555,50.0,0.0,0,0,0,0,0,0,1.0,100.0
12952,0.1909,0.7807873077861858,-0.3612,0.743,50.0,0.0,0,0,0,0,0,0,1.0,50.0
12953,0.7724500000000001,0.22634488065781386,0.6124,0.9325,0.0,0.0,0,0,0,0,0,0,3.0,50.0
12954,0.72665,0.00035355339059323483,0.7264,0.7269,0.0,0.5,1,0,0,0,0,0,1.0,0.0
12956,0.84785,0.1171675936426109,0.765,0.9307,0.0,0.0,0,0,0,0,0,0,2.0,0.0
12957,0.9335,,0.9335,0.9335,0.0,0.0,0,0,0,0,0,0,2.0,100.0
12958,0.98585,0.0033234018715767215,0.9835,0.9882,0.0,0.5,1,0,0,0,0,0,1.0,100.0
12959,0.9180999999999999,0.08881261171703037,0.8553,0.9809,0.0,0.0,0,0,0,0,0,0,0.5,100.0
12960,0.5562,,0.5562,0.5562,0.0,1.0,1,0,0,0,0,0,0.0,100.0
12961,0.89875,0.10557104243115153,0.8241,0.9734,0.0,0.0,0,0,0,0,0,0,2.0,50.0
12962,0.9749000000000001,0.014990663761154766,0.9643,0.9855,0.0,0.5,0,1,0,0,0,0,2.5,100.0
12963,0.9358,0.04751757569573606,0.9022,0.9694,0.0,0.5,1,0,0,0,0,0,1.5,100.0
12964,0.8402,,0.8402,0.8402,0.0,0.0,0,0,0,0,0,0,3.0,100.0
12965,0.5744,0.01626345596729057,0.5629,0.5859,0.0,0.0,0,0,0,0,0,0,1.0,50.0
12966,0.70855,0.30525799743823256,0.4927,0.9244,0.0,0.0,0,0,0,0,0,0,1.0,0.0
12967,0.86205,0.030900566337852178,0.8402,0.8839,0.0,0.0,0,0,0,0,0,0,2.0,0.0
12968,0.2671,,0.2671,0.2671,0.0,0.0,0,0,0,0,0,0,1.0,0.0
12969,0.84425,0.12310729060457791,0.7572,0.9313,0.0,0.0,0,0,0,0,0,0,1.5,100.0
12970,-0.08075000000000002,0.7865148727137967,-0.6369,0.4754,50.0,0.5,0,0,0,0,1,0,1.5,100.0
12971,0.40425,0.6616398151562525,-0.0636,0.8721,50.0,0.5,0,0,0,0,1,0,3.0,50.0
12972,0.1406,0.08966113985445422,0.0772,0.204,0.0,0.5,0,0,0,0,1,0,1.5,0.0
12973,0.7343999999999999,0.22980970388562802,0.5719,0.8969,0.0,0.5,0,0,0,0,1,0,1.5,0.0
12976,0.9397500000000001,0.03358757210636096,0.916,0.9635,0.0,0.0,0,0,0,0,0,0,1.5,100.0
12978,0.9559,0.014142135623730963,0.9459,0.9659,0.0,0.0,0,0,0,0,0,0,0.5,100.0
12979,0.792,0.058548441482246125,0.7506,0.8334,0.0,0.0,0,0,0,0,0,0,1.5,100.0
12981,0.6427,0.17790806614653526,0.5169,0.7685,0.0,0.0,0,0,0,0,0,0,0.5,100.0
12982,0.96045,0.02043538597629121,0.946,0.9749,0.0,0.5,0,0,0,0,0,1,2.0,100.0
12983,0.91965,0.03712310601229374,0.8934,0.9459,0.0,0.0,0,0,0,0,0,0,1.0,100.0
12984,0.9322,,0.9322,0.9322,0.0,1.0,1,0,0,0,0,0,3.0,100.0
12985,0.82955,0.2249306670954408,0.6705,0.9886,0.0,0.0,0,0,0,0,0,0,0.5,50.0
12987,0.0,,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1.0,100.0
12990,0.5751999999999999,0.243103311371935,0.4033,0.7471,0.0,0.0,0,0,0,0,0,0,2.0,0.0
12992,0.802,,0.802,0.802,0.0,0.0,0,0,0,0,0,0,0.0,100.0
12994,0.8814,,0.8814,0.8814,0.0,0.0,0,0,0,0,0,0,2.0,100.0
12996,0.8122,,0.8122,0.8122,0.0,0.0,0,0,0,0,0,0,1.0,100.0
12997,-0.6858,0.007071067811865481,-0.6908,-0.6808,100.0,0.0,0,0,0,0,0,0,1.0,0.0
12998,0.91425,0.012515790027001926,0.9054,0.9231,0.0,0.5,1,0,0,0,0,0,1.5,0.0
12999,0.06884999999999997,1.224779655693219,-0.7972,0.9349,50.0,1.0,0,0,0,0,1,1,1.5,50.0
13000,0.7295,0.17309974003446688,0.6071,0.8519,0.0,0.0,0,0,0,0,0,0,3.0,50.0
13001,0.9655,,0.9655,0.9655,0.0,1.0,0,0,0,0,1,0,4.0,0.0
13002,0.6652,,0.6652,0.6652,0.0,0.0,0,0,0,0,0,0,1.0,0.0
13004,0.27170000000000005,0.8353759512937872,-0.319,0.8624,50.0,0.0,0,0,0,0,0,0,0.5,50.0
13005,0.958,0.020930360723121818,0.9432,0.9728,0.0,0.5,0,1,0,0,0,0,0.5,100.0
13006,0.47805,0.44201244891971087,0.1655,0.7906,0.0,0.0,0,0,0,0,0,0,1.0,50.0
13007,0.6919,0.21382909063081199,0.5407,0.8431,0.0,0.5,0,0,0,0,1,0,0.5,0.0
13008,0.20400000000000001,1.073812357909891,-0.5553,0.9633,50.0,0.5,1,0,0,0,1,0,2.0,50.0
13011,0.728,0.35539186822435875,0.4767,0.9793,0.0,0.0,0,0,0,0,0,0,1.0,100.0
13014,0.4173,0.42581970363053895,0.1162,0.7184,0.0,0.0,0,0,0,0,0,0,0.5,0.0
13021,-0.6901,,-0.6901,-0.6901,100.0,0.0,0,0,0,0,0,0,1.0,100.0
13023,0.9274,,0.9274,0.9274,0.0,0.0,0,0,0,0,0,0,3.0,0.0
13024,0.6234999999999999,0.23292097372284873,0.4588,0.7882,0.0,0.0,0,0,0,0,0,0,1.0,0.0
13025,0.5719,,0.5719,0.5719,0.0,0.0,0,0,0,0,0,0,1.0,100.0
13026,0.67025,0.25123503935558034,0.4926,0.8479,0.0,0.5,0,1,0,0,0,0,1.5,0.0
13027,0.022050000000000014,1.2643776354396656,-0.872,0.9161,50.0,0.0,0,0,0,0,0,0,2.0,50.0
13029,0.72265,0.00601040764008562,0.7184,0.7269,0.0,0.5,1,0,0,0,0,0,1.5,0.0
13030,0.3528,0.8169911749829369,-0.2249,0.9305,50.0,0.0,0,0,0,0,0,0,1.0,50.0
13031,-0.829,,-0.829,-0.829,100.0,1.0,1,1,0,0,0,0,1.0,100.0
13033,-0.52125,0.383605428793702,-0.7925,-0.25,100.0,0.5,1,0,0,0,0,0,0.5,100.0
13038,-0.09660000000000002,0.7725848691244218,-0.6429,0.4497,50.0,0.5,1,0,0,0,0,0,1.0,50.0
13039,0.6106,,0.6106,0.6106,0.0,0.0,0,0,0,0,0,0,1.0,100.0
13040,0.9648,,0.9648,0.9648,0.0,0.0,0,0,0,0,0,0,1.0,100.0
13041,-0.035150000000000015,1.0737416472317725,-0.7944,0.7241,50.0,0.0,0,0,0,0,0,0,1.0,50.0
13042,0.8957,,0.8957,0.8957,0.0,0.0,0,0,0,0,0,0,1.0,100.0
13043,-0.5697,0.26078098090159874,-0.7541,-0.3853,100.0,0.0,0,0,0,0,0,0,0.5,100.0
13044,0.27065,0.38275690065627815,0.0,0.5413,0.0,0.0,0,0,0,0,0,0,0.5,50.0
13045,0.5373,0.5767162907357481,0.1295,0.9451,0.0,0.0,0,0,0,0,0,0,1.5,50.0
13046,0.7555499999999999,0.15125014049580263,0.6486,0.8625,0.0,0.0,0,0,0,0,0,0,1.0,50.0
13047,0.9663,,0.9663,0.9663,0.0,1.0,1,0,0,0,0,0,1.0,100.0
13048,0.11484999999999995,0.9901616256955225,-0.5853,0.815,50.0,1.0,1,1,0,0,0,0,0.5,50.0
13049,0.4404,,0.4404,0.4404,0.0,1.0,1,0,1,0,0,0,2.0,0.0
13050,0.9540500000000001,0.02114249275747768,0.9391,0.969,0.0,0.0,0,0,0,0,0,0,1.0,100.0
13053,0.75785,0.3062479469318938,0.5413,0.9744,0.0,0.0,0,0,0,0,0,0,2.0,0.0
13054,0.9201999999999999,0.01202081528017128,0.9117,0.9287,0.0,0.0,0,0,0,0,0,0,1.5,100.0
13057,0.9271499999999999,0.03245620125646245,0.9042,0.9501,0.0,0.0,0,0,0,0,0,0,1.5,100.0
13058,0.9015,0.005656854249492385,0.8975,0.9055,0.0,0.0,0,0,0,0,0,0,2.0,100.0
